gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Cldn15	5.038462479189113e-16	11.215667960739152	1	0.154	1.0076924958378228e-12
Fbln1	5.05481095035219e-16	9.694006567867808	1	0.123	1.010962190070438e-12
Nkain4	5.086397377908743e-16	11.15614335685796	1	0.058	1.0172794755817485e-12
Cav1	5.182328295774157e-16	9.51798628988869	1	0.042	1.0364656591548314e-12
Nbl1	5.347521476093355e-16	9.047026995584247	1	0.091	1.069504295218671e-12
Ccdc80	5.524771532513591e-16	9.463362581612207	1	0.086	1.1049543065027183e-12
Gpc3	5.527522021636837e-16	10.23943511624945	1	0.066	1.1055044043273675e-12
Esam	5.566170845589712e-16	8.333371274286172	1	0.095	1.1132341691179424e-12
Rnase4	5.582816031805425e-16	8.504190242417021	1	0.081	1.116563206361085e-12
Tmem119	5.612063212241199e-16	8.882997622785307	1	0.064	1.1224126424482398e-12
Cdh11	5.617651197197359e-16	9.714331795134589	1	0.114	1.1235302394394719e-12
Fbln2	5.627443367211601e-16	9.801730015274435	1	0.215	1.12548867344232e-12
Dcn	5.645673470130167e-16	7.613727855160924	1	0.106	1.1291346940260335e-12
Igfbp5	5.648483260255248e-16	8.559402344280992	1	0.067	1.1296966520510497e-12
Serpinh1	5.737700512832433e-16	8.360868599590496	1	0.055	1.1475401025664866e-12
Timp2	5.831205371051468e-16	8.650775383422769	1	0.225	1.1662410742102936e-12
Igfbp6	6.119301502834833e-16	8.20878726755205	1	0.141	1.2238603005669666e-12
Neo1	6.155903101481147e-16	6.68289851752634	1	0.093	1.2311806202962293e-12
Arhgap29	6.222021234678987e-16	9.2380634800451	1	0.086	1.2444042469357973e-12
Ppic	6.361101302746348e-16	8.64355256936925	1	0.089	1.2722202605492696e-12
Anxa1	6.498401759386676e-16	7.806237990530537	1	0.094	1.299680351877335e-12
Igfbp7	6.509705037026035e-16	7.12755721912221	1	0.075	1.301941007405207e-12
Pmp22	6.517790664150804e-16	7.330373587712813	1	0.093	1.3035581328301608e-12
Anxa3	6.556739633265381e-16	8.027010237047481	1	0.081	1.3113479266530763e-12
Sparc	6.556739635237764e-16	7.631265166111358	1	0.084	1.3113479270475528e-12
Dlk1	6.55999571410003e-16	9.75430101710722	1	0.115	1.311999142820006e-12
Col1a2	6.599193171202383e-16	7.79802633408902	1	0.131	1.3198386342404766e-12
C2	6.617235709415497e-16	9.85221464045491	1	0.095	1.3234471418830996e-12
Fn1	6.719842768248772e-16	8.289464646266875	1	0.093	1.3439685536497545e-12
App	6.805419183995607e-16	7.98862925432368	1	0.067	1.3610838367991214e-12
Bst2	6.990200151343726e-16	8.984732467920537	1	0.209	1.398040030268745e-12
S100a16	7.256864462584341e-16	7.844693090157614	1	0.052	1.4513728925168681e-12
Fstl1	7.280285477688205e-16	7.324578628558331	1	0.084	1.456057095537641e-12
Rbpms	7.650137508731641e-16	7.464901749020868	1	0.057	1.5300275017463282e-12
Sbsn	7.712917213552261e-16	9.569268644655029	1	0.152	1.5425834427104521e-12
Fxyd3	7.863330478374756e-16	7.981058350226757	1	0.059	1.5726660956749512e-12
Mgst1	7.880870745066172e-16	8.669607199383735	1	0.081	1.5761741490132344e-12
Rhoc	8.124486588936609e-16	6.6360608276545445	1	0.08	1.6248973177873219e-12
Maged1	8.486028472782986e-16	6.742712457738067	1	0.116	1.6972056945565974e-12
Col5a1	8.496527784870688e-16	7.02497644490294	1	0.085	1.6993055569741377e-12
Crip1	8.530211672132473e-16	7.166225801841415	1	0.315	1.7060423344264945e-12
Lrp1	8.713529104520573e-16	5.756979322023085	1	0.062	1.7427058209041146e-12
S100a6	8.732936382476529e-16	6.640987861562575	1	0.098	1.7465872764953056e-12
Ndn	9.559296018456531e-16	5.929299630690668	1	0.058	1.9118592036913062e-12
Peg3	9.611351571317926e-16	6.219302258525087	0.955	0.067	1.9222703142635852e-12
S100a1	9.819957493511354e-16	8.578091006380351	1	0.101	1.963991498702271e-12
Grb10	1.0147511370567585e-15	7.2366120879559315	0.955	0.054	2.029502274113517e-12
Trf	1.0403423810615327e-15	6.6987666508305885	1	0.101	2.0806847621230652e-12
Rspo1	1.0774006163959702e-15	10.173989031236024	0.955	0.071	2.1548012327919404e-12
Bicc1	1.0929084242071306e-15	7.372063625863991	0.955	0.069	2.185816848414261e-12
Cald1	1.0993895802078437e-15	6.5603465331245765	1	0.072	2.1987791604156874e-12
Nfib	1.1165833019126482e-15	6.834059992072021	0.955	0.049	2.2331666038252963e-12
Cebpb	1.1634524766403565e-15	6.953939326599631	1	0.213	2.326904953280713e-12
Nfix	1.1927334354589775e-15	6.119219456665075	1	0.096	2.385466870917955e-12
Cd63	1.3758216857951704e-15	5.734999995881292	1	0.079	2.751643371590341e-12
Dstn	1.4914972689226181e-15	2.9388598187036905	1	0.204	2.9829945378452362e-12
Lgals7	1.5017732264062686e-15	10.22336557566939	0.955	0.158	3.0035464528125373e-12
Laptm4a	1.5025098864190863e-15	10.523637086409483	1	0.257	3.0050197728381727e-12
Hspb1	1.6294612015206194e-15	9.26040607519911	0.955	0.075	3.2589224030412388e-12
Cryab	1.6418784336608461e-15	8.631988460043116	0.955	0.074	3.2837568673216923e-12
Ifitm3	1.6430850366380053e-15	5.973898490430802	1	0.153	3.2861700732760106e-12
Mt1	1.6784589443479284e-15	7.270836557420541	1	0.086	3.356917888695857e-12
Clu	1.9517802486124997e-15	8.297131051923676	0.955	0.08	3.903560497224999e-12
Ahnak	1.967573806430032e-15	7.428503060101416	1	0.09	3.935147612860064e-12
Tmem176b	2.0019818280922743e-15	5.230399130562134	1	0.108	4.003963656184549e-12
Gmfg	2.1217003679651744e-15	-5.667661408928394	0	0.424	4.243400735930349e-12
Ifitm2	2.2413508073675123e-15	4.921687499803866	1	0.134	4.482701614735025e-12
S100a11	2.4700854770027765e-15	6.834563512522138	0.955	0.171	4.940170954005553e-12
Ptprc	2.6680652665018417e-15	-7.183341140874303	0	0.391	5.336130533003683e-12
Id1	3.0604078810433817e-15	7.905651974523542	1	0.181	6.120815762086764e-12
Lck	3.1408633090134195e-15	-4.446595051845493	0	0.437	6.281726618026839e-12
Ramp1	3.801993711231416e-15	-4.313441024354997	0	0.406	7.603987422462832e-12
Serpinb6a	5.184530548172552e-15	5.644986141570586	1	0.214	1.0369061096345104e-11
Emp3	5.402209646655131e-15	8.175619990473415	1	0.305	1.0804419293310262e-11
Krt18	5.670962756929217e-15	5.363706572280975	1	0.112	1.1341925513858435e-11
Tcf7	5.980081491377965e-15	-6.100596872923367	0	0.438	1.1960162982755931e-11
Maged2	6.325464633917936e-15	2.1534341521014255	0.955	0.149	1.2650929267835872e-11
S100a10	7.238942684198088e-15	9.576258374138552	1	0.356	1.4477885368396176e-11
Laptm5	7.714545921137895e-15	-8.40560144332473	0	0.389	1.542909184227579e-11
Vim	8.022964519576443e-15	5.803688549176153	1	0.213	1.6045929039152886e-11
Meis2	8.341517689608285e-15	6.781413207081409	0.955	0.041	1.6683035379216572e-11
Igfbp4	8.73899291344694e-15	5.3549754567454535	0.955	0.101	1.747798582689388e-11
Ets1	9.100676979395453e-15	-5.384813957907827	0	0.401	1.8201353958790908e-11
Cst3	1.2829740313871378e-14	3.753003036633725	1	0.316	2.5659480627742755e-11
Cd200	1.2982773921993183e-14	9.502962993194377	0.955	0.167	2.5965547843986367e-11
Cd2	1.382760749157949e-14	-10.6400892623121	0	0.325	2.765521498315898e-11
Lgals1	1.4986598530715228e-14	8.246095858522493	1	0.346	2.9973197061430457e-11
Tapbp	1.6930405166865658e-14	5.032010421131066	1	0.212	3.386081033373132e-11
Selplg	2.080857778366205e-14	-5.780339899282339	0	0.337	4.16171555673241e-11
Cd24a	2.187772468791988e-14	-11.512417351031745	0	0.374	4.3755449375839757e-11
Rgcc	2.3087481218114084e-14	-14.549252824476067	0	0.369	4.617496243622817e-11
Lef1	2.5265385707971402e-14	-12.386161321755672	0	0.34	5.0530771415942806e-11
Lcp1	2.914724295406158e-14	-10.381819379117957	0	0.263	5.829448590812315e-11
Tox	3.155222823683498e-14	-9.96467270611326	0	0.302	6.310445647366997e-11
Fkbp9	3.437602652454606e-14	7.00057536410668	0.955	0.045	6.875205304909212e-11
Bcl11b	3.559214162161866e-14	-9.875798667729129	0	0.411	7.118428324323732e-11
Satb1	4.372724800769647e-14	-12.265394189107049	0	0.411	8.745449601539294e-11
Cd27	4.626715973247364e-14	-5.311888941467532	0	0.4	9.253431946494728e-11
Dusp2	6.470059766577218e-14	-11.823848512327363	0	0.328	1.2940119533154437e-10
Cd52	6.769526078341477e-14	-20.571733962486334	0	0.24	1.3539052156682954e-10
Ddah2	7.050019467692049e-14	0.6275012387769063	0.955	0.174	1.4100038935384097e-10
Emp2	7.267857306219709e-14	2.8718065625692013	0.955	0.04	1.4535714612439418e-10
Hmgb1	7.404792250933927e-14	-9.569821234873928	0	0.499	1.4809584501867855e-10
Ddah1	7.476790794937169e-14	-14.288527669152256	0	0.105	1.495358158987434e-10
Socs1	8.392471038067695e-14	-8.26038345723683	0	0.378	1.678494207613539e-10
Fcgrt	8.870387681230459e-14	-2.3972027191965175	0.955	0.091	1.7740775362460917e-10
C3	9.889704235237359e-14	9.13903241033357	0.955	0.077	1.9779408470474718e-10
Fzd2	1.0532962819755874e-13	3.1058307649703725	0.955	0.057	2.1065925639511746e-10
Il7r	1.0831339623511952e-13	-15.360323367481179	0	0.141	2.1662679247023904e-10
Tespa1	1.148995510544557e-13	-5.859025276913616	0	0.355	2.297991021089114e-10
Clec3b	1.166466542658701e-13	7.570591539800063	0.955	0.091	2.332933085317402e-10
Ezh2	1.178797242407239e-13	-6.129905563146947	0	0.37	2.3575944848144777e-10
Lsp1	1.1991770916712823e-13	-6.108333105930235	0	0.4	2.3983541833425645e-10
Anp32e	1.2432504084240227e-13	-10.304603544626925	0	0.393	2.4865008168480453e-10
Rcn3	1.2681941508204123e-13	7.228307810919537	0.955	0.101	2.5363883016408247e-10
Ecm1	1.2766175161315596e-13	7.750206600350262	0.955	0.1	2.5532350322631193e-10
Ppia	1.315058017358018e-13	-3.431334146296946	0	0.479	2.630116034716036e-10
F11r	1.359586654353829e-13	7.461279975997954	0.955	0.056	2.719173308707658e-10
Ltb	1.3595866549951477e-13	-17.256618213160884	0	0.328	2.7191733099902953e-10
Lamb1	1.4504891699767447e-13	5.30666824864096	0.955	0.055	2.9009783399534896e-10
Htra1	1.4650969467980788e-13	3.707838203955081	0.955	0.066	2.9301938935961575e-10
Pcolce	1.4805232708585422e-13	7.618970489098434	0.955	0.062	2.9610465417170843e-10
Gas1	1.5533528284115024e-13	8.330030504841341	0.955	0.035	3.106705656823005e-10
Sulf1	1.5757725983016868e-13	10.164775164751523	0.955	0.09	3.151545196603374e-10
Hsp90b1	1.854859795805561e-13	2.5316037854079276	1	0.351	3.709719591611122e-10
Rhou	1.9316782298631766e-13	7.152473096264963	0.955	0.075	3.8633564597263533e-10
Zbtb20	1.9567896963966227e-13	-1.2148928438636588	1	0.208	3.9135793927932453e-10
Cd34	2.002528907262422e-13	7.541698085898373	0.955	0.057	4.005057814524844e-10
Ltbp4	2.029463691881826e-13	7.043645090282338	0.955	0.105	4.058927383763652e-10
Smc4	2.277107239350108e-13	-8.367761646952571	0.045	0.385	4.5542144787002157e-10
Ptgs1	2.2962240805464674e-13	6.679997333083758	0.955	0.11	4.5924481610929346e-10
Sdc4	2.344443861328484e-13	8.680156081070722	0.955	0.1	4.688887722656967e-10
Sh2d1a	2.6161546804194825e-13	-6.365494642726155	0.045	0.411	5.232309360838965e-10
Atp1b1	2.79844491659389e-13	1.0814379490405646	1	0.287	5.59688983318778e-10
Stk17b	2.8689229369248077e-13	-5.353278632796147	0	0.34	5.737845873849616e-10
Gas6	2.969060450559157e-13	4.224165448523433	0.955	0.037	5.938120901118315e-10
Camk2n1	2.9750762878476333e-13	6.28085332759783	0.955	0.064	5.950152575695267e-10
Rbp1	3.024995863214249e-13	5.7870178977097595	0.955	0.06	6.049991726428498e-10
Crip2	3.1456384230953203e-13	7.48680207763794	0.909	0.1	6.291276846190641e-10
Colec12	3.188325192213027e-13	9.180650078132595	0.909	0.109	6.376650384426054e-10
Plxdc2	3.276883580182539e-13	8.504211690629623	0.955	0.203	6.553767160365078e-10
Ighm	3.3746650932920015e-13	-14.804769673967707	0	0.384	6.749330186584003e-10
Apoe	3.4219369016482625e-13	4.933693517743425	0.955	0.237	6.843873803296525e-10
Ttc39a	3.425776832758395e-13	-13.006796894602937	0	0.165	6.85155366551679e-10
Gata3	3.5306885486770014e-13	-11.841193641504608	0	0.245	7.061377097354003e-10
Cd53	3.7521660247060143e-13	-8.915026548508141	0	0.186	7.504332049412028e-10
Rras	3.7555289485619236e-13	6.352683062204786	0.955	0.095	7.511057897123847e-10
Myb	3.909963171741978e-13	-5.365303072707135	0	0.392	7.819926343483956e-10
Znrf1	4.040244019917406e-13	-4.40633307939689	0	0.382	8.080488039834812e-10
Cd8a	4.145954108454715e-13	-6.6979726106901385	0	0.459	8.29190821690943e-10
Cd6	4.1552331939990373e-13	-9.071610558249166	0	0.301	8.310466387998074e-10
Cd5	4.750928355517329e-13	-12.269978705888558	0	0.271	9.501856711034657e-10
Krt7	4.773229736390437e-13	7.3534561785242065	0.909	0.066	9.546459472780873e-10
Mfap2	4.778554720838542e-13	7.780367479882411	0.909	0.109	9.557109441677084e-10
Lgals3	4.900466950296716e-13	5.765614069805785	0.955	0.073	9.80093390059343e-10
Jund	4.990841198376462e-13	7.51956357621434	0.955	0.383	9.981682396752924e-10
H2-K1	5.158116197967096e-13	3.721645433635384	0.955	0.172	1.0316232395934194e-9
Ripply3	5.37496675019462e-13	-13.884292166256222	0	0.117	1.074993350038924e-9
Rgs10	5.762410619960052e-13	-11.088804920553525	0	0.331	1.1524821239920103e-9
Mns1	7.260401671180223e-13	-11.926742689371402	0	0.258	1.4520803342360447e-9
Clspn	7.286153542013722e-13	-12.97693879288727	0.045	0.235	1.4572307084027444e-9
Cd40lg	7.772186632193647e-13	-14.457393502390108	0	0.112	1.5544373264387295e-9
Cd40	8.499353761455575e-13	-14.331526647924163	0	0.105	1.699870752291115e-9
Fcrl1	1.00286604879147e-12	-14.073940131957144	0	0.146	2.00573209758294e-9
Il2ra	1.039008218796816e-12	-17.55321718818691	0	0.105	2.078016437593632e-9
Ier3	1.1017829708119449e-12	6.645951073713835	0.909	0.122	2.2035659416238897e-9
Rnf157	1.1166388863722006e-12	-8.752614298313384	0	0.31	2.233277772744401e-9
Pde4c	1.1736691466499626e-12	-12.827528450365579	0	0.109	2.3473382932999253e-9
Cytip	1.1757303118837194e-12	-10.15029098165422	0	0.301	2.3514606237674387e-9
Pbx1	1.2166404017951463e-12	3.902698047705682	0.909	0.073	2.4332808035902926e-9
Cd9	1.2468699216941124e-12	4.601302061713545	0.955	0.099	2.4937398433882247e-9
Ube2c	1.2592221859278057e-12	-13.04064064897815	0.045	0.2	2.5184443718556114e-9
Rgs2	1.2868213543466565e-12	-11.970296174196974	0	0.244	2.5736427086933132e-9
Cks2	1.334144581162096e-12	-15.103595837780778	0.045	0.251	2.668289162324192e-9
Ly6d	1.4292780800035348e-12	-17.541767964888436	0	0.166	2.8585561600070695e-9
Rasgrp1	1.4363223214100479e-12	-9.369905929871532	0	0.334	2.872644642820096e-9
Nfia	1.4544798867809939e-12	5.639575496517834	0.909	0.092	2.9089597735619876e-9
Ckm	1.4589348058372725e-12	-13.303987294950302	0	0.187	2.917869611674545e-9
Gpr83	1.5006187703089487e-12	-15.994046570676279	0	0.127	3.0012375406178974e-9
Kif11	1.5323955698849555e-12	-13.0624393633345	0.045	0.18	3.064791139769911e-9
Tst	1.595505009827271e-12	4.376423127446493	0.909	0.116	3.1910100196545423e-9
Gimap4	1.6045763759973003e-12	-14.156140356148237	0	0.149	3.2091527519946003e-9
Arhgef6	1.630672729944102e-12	-12.815366022169842	0	0.253	3.2613454598882042e-9
Cdca8	1.6629731537687214e-12	-14.924028642395609	0.045	0.223	3.3259463075374428e-9
Bcl2	1.6903689650837409e-12	-15.365236712184654	0	0.207	3.380737930167482e-9
Tnfrsf19	1.9954883835178523e-12	-13.651409799536463	0	0.102	3.9909767670357045e-9
St8sia4	2.0412765533569837e-12	-11.61287622767786	0	0.238	4.082553106713968e-9
Gm13889	2.0441586652721986e-12	-14.717872690271257	0	0.119	4.088317330544397e-9
Pacsin1	2.1972610420794913e-12	-8.15487104268988	0	0.157	4.394522084158982e-9
Mast4	2.2096778997985596e-12	-6.0366522137043654	0.955	0.134	4.419355799597119e-9
Ube2l6	2.228914812797027e-12	-6.763907793988909	0.955	0.172	4.457829625594054e-9
Pld4	2.261505269616695e-12	-14.307814701854324	0	0.117	4.52301053923339e-9
Siglecg	2.3296071117857455e-12	-13.864318218985996	0	0.114	4.659214223571491e-9
Tox3	2.3473251560306147e-12	-14.438246494393415	0	0.163	4.694650312061229e-9
Txk	2.476715243113429e-12	-5.864987738651982	0	0.328	4.9534304862268585e-9
H2-T3	2.7207698594189286e-12	-16.130521508415057	0.045	0.246	5.441539718837857e-9
Zfp536	3.1734055933540087e-12	-13.595635313666007	0	0.147	6.346811186708017e-9
Pdlim4	3.28383713949976e-12	5.736934060523401	0.909	0.098	6.56767427899952e-9
Gm23054	3.44287112966099e-12	-13.2821899166791	0	0.134	6.88574225932198e-9
Fbxo5	3.812434243769532e-12	-15.549968226618283	0.045	0.219	7.624868487539063e-9
Hist1h3c	4.454568935614779e-12	-13.967002375000058	0.045	0.16	8.909137871229558e-9
Sell	4.658029763284833e-12	-13.280032670571956	0	0.165	9.316059526569666e-9
Hist1h1a	4.661015581086693e-12	-13.389475964243013	0.045	0.177	9.322031162173385e-9
L1cam	4.7070331048541185e-12	-13.048713141541631	0	0.156	9.414066209708237e-9
Ctsb	4.9354576647074905e-12	-4.323800389075199	0.955	0.253	9.870915329414982e-9
Aurkb	4.938617702355068e-12	-11.190887823871709	0.045	0.186	9.877235404710135e-9
Nebl	5.049399811182483e-12	-5.146220364480769	0	0.342	1.0098799622364966e-8
Gtf2h4	5.092654474564595e-12	-8.37423182437872	0	0.425	1.0185308949129189e-8
Sez6l2	5.385085979019684e-12	-14.269446129041684	0	0.166	1.0770171958039368e-8
Tmprss4	5.621726181829265e-12	-14.930940390136444	0	0.141	1.124345236365853e-8
Slamf6	5.792915460652479e-12	-7.336606306146713	0	0.296	1.1585830921304959e-8
Hist1h1b	5.80648347081116e-12	-19.011784662926836	0.045	0.198	1.1612966941622321e-8
Cdc42ep2	6.063827132969963e-12	2.7120418649754754	0.909	0.096	1.2127654265939927e-8
Top2a	6.120781917366875e-12	-17.323882203132296	0.045	0.224	1.2241563834733749e-8
Lamp2	6.194027490489775e-12	-7.496934084169917	0.955	0.204	1.238805498097955e-8
Ikzf3	6.220394250112334e-12	-9.736264722491292	0	0.279	1.2440788500224668e-8
Samsn1	6.575427829752055e-12	-12.493056436970232	0	0.215	1.3150855659504111e-8
Srgn	6.7757439862014014e-12	-16.33909701835453	0	0.292	1.3551487972402803e-8
Rhob	6.907715648183462e-12	8.252117713361287	0.909	0.121	1.3815431296366924e-8
Cd28	7.040713524997532e-12	-8.629918819472481	0.045	0.344	1.4081427049995064e-8
Shcbp1l	7.078100579864906e-12	-13.974932798226588	0	0.164	1.4156201159729813e-8
Ccnb1	7.0826000806952926e-12	-14.988315221647369	0.045	0.179	1.4165200161390585e-8
Gpr22	7.1640710653587095e-12	-11.548177919858162	0	0.218	1.432814213071742e-8
Gpr183	7.1640720349211915e-12	-15.449340179129052	0	0.1	1.4328144069842383e-8
Gng2	7.535824566405511e-12	-12.597367450692383	0	0.165	1.5071649132811022e-8
Ccna2	7.690413318293302e-12	-13.277973422640736	0.045	0.203	1.5380826636586604e-8
Agrp	8.043734306123842e-12	-8.981846489664962	0	0.31	1.6087468612247684e-8
Esco2	8.078649909861806e-12	-13.50246693982561	0.045	0.166	1.6157299819723612e-8
Slamf8	8.130012434144212e-12	-13.326426372105068	0	0.151	1.6260024868288424e-8
Arl5c	8.238917444127077e-12	-7.309707657284672	0	0.364	1.6477834888254153e-8
Kpna2	8.541773175076678e-12	-12.75649713492793	0.045	0.17	1.7083546350153355e-8
Cd180	8.975837376318479e-12	-13.344325255552981	0	0.13	1.7951674752636958e-8
Capn3	9.141955167247263e-12	-5.9673703730827015	0	0.282	1.8283910334494526e-8
Cpa3	9.40372447547687e-12	-14.175959455736118	0	0.125	1.880744895095374e-8
Btla	9.485273648893066e-12	-13.475388056550328	0	0.123	1.8970547297786132e-8
Gm24959	9.701379290981155e-12	-14.214189955284331	0	0.188	1.9402758581962312e-8
Rrm2	9.756668008965098e-12	-18.31131050606938	0.045	0.249	1.9513336017930194e-8
Tmem176a	1.0309459585214563e-11	4.2992043628834615	0.909	0.104	2.0618919170429125e-8
Cxadr	1.0588343726797578e-11	9.775934378035513	0.909	0.14	2.1176687453595157e-8
Serinc4	1.108438624767334e-11	-13.441719213799702	0	0.174	2.2168772495346682e-8
Txnip	1.1288641379909476e-11	2.992393200245914	0.955	0.319	2.2577282759818952e-8
Themis	1.1769807487691265e-11	-6.447627524472381	0	0.387	2.353961497538253e-8
Ctsw	1.2125376647184537e-11	-14.944373078857671	0	0.106	2.4250753294369073e-8
Cdkn2d	1.2382068634123067e-11	-4.5220020001377605	0.045	0.361	2.4764137268246133e-8
Akr1c13	1.2604437849631796e-11	-15.124444456668705	0	0.168	2.5208875699263594e-8
Ifi202b	1.2778454433828785e-11	-2.249605249088905	0.909	0.115	2.555690886765757e-8
Dennd1c	1.2789157790882938e-11	-6.2702849186651335	0	0.263	2.5578315581765876e-8
Hspg2	1.284952714893967e-11	6.142835879249178	0.909	0.049	2.569905429787934e-8
Cd8b1	1.2995551524241868e-11	-9.07868567457385	0	0.443	2.5991103048483736e-8
Sema4f	1.3173478406535245e-11	-13.927433557837716	0	0.159	2.634695681307049e-8
Ntrk3	1.4502666263718338e-11	-10.562586213576164	0	0.406	2.9005332527436677e-8
Ptcra	1.460596484926117e-11	-15.627264354948887	0.045	0.225	2.921192969852234e-8
Cldn10	1.474840639763883e-11	6.432032556897736	0.909	0.175	2.949681279527766e-8
Gm25379	1.4848772425169763e-11	-13.891222351576983	0	0.208	2.9697544850339525e-8
Tmem98	1.5534627901731185e-11	8.507322740611812	0.909	0.052	3.106925580346237e-8
Klf4	1.6039606460761627e-11	7.82441617803206	0.909	0.122	3.2079212921523255e-8
Ccr9	1.6843990656252505e-11	-11.512974243906609	0	0.389	3.368798131250501e-8
Endou	1.7226787985462002e-11	-7.792304799281747	0	0.335	3.4453575970924e-8
Sytl2	1.729500531771148e-11	-13.693069623063895	0	0.139	3.4590010635422965e-8
Ifi27l2a	1.7479433790073616e-11	4.1067934470289345	0.909	0.204	3.4958867580147235e-8
Axl	1.801062429174978e-11	5.100871791155857	0.909	0.095	3.602124858349956e-8
Gm25663	1.8320137493745445e-11	-13.85976093206334	0	0.162	3.664027498749089e-8
Fbln5	1.8427013073137997e-11	7.492356119510868	0.909	0.05	3.6854026146275994e-8
Myadml2	1.8712417424001662e-11	-13.460832825611613	0	0.209	3.742483484800332e-8
Gm25363	1.9574531016749692e-11	-12.557287627952741	0	0.149	3.914906203349938e-8
Hmgb2	1.9643691988735766e-11	-19.49730611192478	0.045	0.292	3.9287383977471534e-8
Sh3d19	1.9774522122501296e-11	-1.0753059219747811	0.909	0.074	3.954904424500259e-8
Plat	2.1519278496897017e-11	7.226209065920456	0.909	0.076	4.3038556993794035e-8
Slamf1	2.2531045512357595e-11	-16.558293866255813	0	0.221	4.5062091024715187e-8
Lamc1	2.326491859719757e-11	4.148436796563253	0.909	0.116	4.652983719439514e-8
Serpinb1a	2.366746379740844e-11	6.721566914629438	0.909	0.086	4.733492759481688e-8
Cfp	2.53731068312536e-11	-15.526690499218567	0	0.129	5.07462136625072e-8
Gm23887	2.591801382020822e-11	-14.373040699766113	0	0.156	5.183602764041644e-8
Gm26461	2.6419853788679236e-11	-13.972601555074275	0	0.161	5.283970757735847e-8
Zfp36l1	2.6765198672566173e-11	4.055673288782469	0.955	0.296	5.3530397345132344e-8
Prf1	2.7344979694220565e-11	-13.838286981917573	0	0.138	5.468995938844113e-8
Smpd3	2.7412667302617097e-11	8.483874520550865	0.909	0.066	5.4825334605234194e-8
Atcay	2.815650450425075e-11	-12.6022001807247	0	0.11	5.63130090085015e-8
March3	2.8354279638693363e-11	-13.95218814387369	0	0.139	5.6708559277386724e-8
1700020D05Rik	3.1238079308622085e-11	-13.420381744871452	0	0.182	6.247615861724417e-8
Csrp2	3.1250916708076997e-11	7.885861428310767	0.909	0.114	6.2501833416154e-8
Fah	3.186667688865775e-11	3.2302233471195922	0.909	0.104	6.373335377731551e-8
Gimap6	3.195185710143602e-11	-10.625069462094249	0	0.301	6.390371420287204e-8
Gm8251	3.217569101017873e-11	-14.420149442792784	0	0.229	6.435138202035746e-8
Ache	3.348252643674153e-11	-14.333411498382878	0.045	0.111	6.696505287348305e-8
Gm10401	3.4570931610937045e-11	-14.4985266250689	0	0.167	6.914186322187409e-8
Mertk	3.471295158126827e-11	-13.350556523772287	0	0.111	6.942590316253654e-8
Acan	3.5084880279765637e-11	-14.39529026228693	0	0.157	7.016976055953128e-8
Misp	3.5330170196342915e-11	-13.312044154117853	0.045	0.106	7.066034039268583e-8
Gimap8	3.7041704091660805e-11	-7.812916833391746	0	0.206	7.408340818332161e-8
Gm7102	3.7193647973927534e-11	-13.640053032572464	0	0.21	7.438729594785507e-8
Cd4	3.9953567015555945e-11	-7.187914184216654	0	0.364	7.990713403111189e-8
Tead1	4.156015648891267e-11	6.7577948332857005	0.864	0.07	8.312031297782534e-8
Mdk	4.268648508344087e-11	4.8585395940128215	0.909	0.078	8.537297016688175e-8
Krt8	4.3628571417168565e-11	5.151171300062419	0.909	0.091	8.725714283433713e-8
Pld6	4.46455635125577e-11	-13.67538398383473	0	0.177	8.92911270251154e-8
Stard8	4.480969608514132e-11	-2.310794559493651	0.045	0.138	8.961939217028264e-8
Dok3	4.5769607813548915e-11	-14.361888286424536	0	0.199	9.153921562709783e-8
Scarf1	4.6219401640400134e-11	-12.115802908373796	0.045	0.122	9.243880328080027e-8
Hunk	4.7391830308141393e-11	-13.447358180008626	0	0.114	9.478366061628278e-8
Nlgn3	5.05389424337209e-11	-13.899668714265438	0	0.154	1.010778848674418e-7
Mki67	5.053894245121045e-11	-17.458035507909713	0.045	0.206	1.010778849024209e-7
Ksr2	5.084813304195323e-11	-13.079394176502198	0	0.102	1.0169626608390646e-7
Gria2	5.3345831181939034e-11	-13.843625192369913	0	0.247	1.0669166236387807e-7
Arpp21	5.3966855221591627e-11	-7.331892533951454	0.045	0.397	1.0793371044318325e-7
Fermt2	5.3977806559483276e-11	-2.922100069515416	0.909	0.044	1.0795561311896655e-7
Il18	5.437375551085599e-11	-2.204729335291173	0.864	0.107	1.0874751102171198e-7
Chrna9	5.647660642674446e-11	-6.29450472061991	0	0.368	1.1295321285348892e-7
Mpp4	5.864705436992466e-11	-13.457435579574764	0	0.207	1.1729410873984932e-7
Hist1h2ae	5.882560348288459e-11	-19.6647166767619	0.045	0.2	1.1765120696576918e-7
Trim36	5.918429089448514e-11	-13.874289363758237	0	0.134	1.1836858178897028e-7
Gm17655	6.104717308663299e-11	-13.610898425361796	0	0.205	1.2209434617326598e-7
1700102P08Rik	6.178075753513449e-11	-14.72153902955673	0	0.174	1.2356151507026897e-7
Slc17a8	6.20188351064517e-11	-15.554979815565119	0	0.189	1.240376702129034e-7
Hells	6.400773728410397e-11	-8.892590880770323	0.045	0.266	1.2801547456820794e-7
Oxt	6.791330991375577e-11	-14.478812047938037	0	0.239	1.3582661982751155e-7
Nes	6.994548164747146e-11	-14.097546201760688	0.045	0.101	1.3989096329494292e-7
